Player,Tm,Season,Class,Offensive Points Added,Defensive Points Saved,TPA
John Peterson,Samford,2011,JR,-5.8,-23.18,-28.98
Gavin Thurman,Missouri State,2014,SO,-11.2,-17.79,-28.99
Jerome Hill,Gardner-Webb,2014,SO,-22.55,-6.44,-28.99
Greg Malinowski,William & Mary,2017,JR,4.83,-33.82,-28.99
DeVon Barnett,Sacred Heart,2014,FR,-18.26,-10.74,-29
R.J. Price,Radford,2014,JR,39.89,-68.89,-29
Jaquori McLaughlin,Oregon State,2017,FR,0,-29,-29
Josh Herbeck,Army,2011,FR,0.81,-29.82,-29.01
Ryan Bowie,Texas-San Antonio,2016,SR,51.83,-80.85,-29.02
Ryan King,Northwestern State,2014,JR,-21.62,-7.4,-29.02
Diamon Alexander,Alabama A&M,2011,JR,-18.72,-10.31,-29.03
Ty Egbert,Idaho,2017,SR,-25.7,-3.33,-29.03
Aaron Graham,Stetson,2011,FR,-11.41,-17.63,-29.04
David Gebru,Western Illinois,2011,SO,-21.36,-7.68,-29.04
Jacques Coleman,Nebraska-Omaha,2013,SR,-17.61,-11.43,-29.04
Jarod Williams,Detroit Mercy,2016,JR,-12.34,-16.7,-29.04
Justin Brickman,Bryant,2016,JR,-23.48,-5.56,-29.04
Michael Harper,Coppin State,2012,SR,24.68,-53.72,-29.04
Pieter Prinsolo,Marist,2012,SO,-24.29,-4.75,-29.04
Jason Smeathers,IPFW,2012,SR,-19.78,-9.27,-29.05
Major Canady,Drexel,2014,FR,-37.93,8.88,-29.05
C.J. Garner,Long Island University,2012,JR,5.81,-34.87,-29.06
Will Campbell,Monmouth,2011,JR,-15.05,-14.01,-29.06
Christian Albright,Lamar,2017,JR,-23.97,-5.09,-29.06
Javien Williams,Alabama-Birmingham,2017,FR,-21.37,-7.69,-29.06
Dre Conner,Towson,2011,FR,16.95,-46.02,-29.07
E. Victor Nickerson,Valparaiso,2016,SR,-45.14,16.07,-29.07
Jeremy Jacob,Oregon,2012,SR,-20.26,-8.81,-29.07
Tahjere McCall,Niagara,2014,SO,-27.91,-1.16,-29.07
Tevin Hall,Louisiana Tech,2011,SO,-31.2,2.13,-29.07
Lauri Toivonen,Texas-Rio Grande Valley,2013,SO,-25.85,-3.23,-29.08
Mrdjan Gasevic,Delaware State,2015,SO,-21.62,-7.47,-29.09
Donovan Franklin,Indiana State,2017,SO,-18.04,-11.05,-29.09
Rob Keefer,Lehigh,2011,SR,-16.47,-12.63,-29.1
Torrance Rowe,Tennessee Tech,2015,JR,21.83,-50.93,-29.1
Omari Grier,Bradley,2015,JR,-2.16,-26.95,-29.11
Aaron Brown,Saint Joseph's,2015,JR,-20.26,-8.86,-29.12
Keon Johnson,Winthrop,2014,FR,29.12,-58.24,-29.12
Jamal Curry,Radford,2011,FR,-23.74,-5.4,-29.14
Lawrence Johnson-Danner,Texas Southern,2014,SR,22.67,-51.81,-29.14
Bruno Skokna,Loyola (IL),2017,FR,-30.02,0.88,-29.14
Andrew Scocca,Bryant,2015,SO,-29.75,0.6,-29.15
Donte Thomas,Bradley,2015,FR,-37.31,8.16,-29.15
Isaac White,Massachusetts-Lowell,2017,SO,-0.5,-28.65,-29.15
Corey Littlejohn,North Carolina-Asheville,2015,SR,-24.6,-4.56,-29.16
Cosmo Morabbi,Citadel,2011,JR,-18.38,-10.78,-29.16
Jeremy Sexton,Charleston Southern,2012,JR,3.24,-32.4,-29.16
Trevor Dunbar,Washington State,2015,FR,-21.18,-7.98,-29.16
Dallas Cameron,Stephen F. Austin,2014,FR,-19.46,-9.73,-29.19
Douglas Kurtz,Hawaii,2011,SR,-23.69,-5.5,-29.19
Kori Babineaux,Drake,2013,FR,-27.65,-1.54,-29.19
Orlando Parker,Wagner,2014,SR,-53.3,24.11,-29.19
Brendan Bald,Vermont,2011,SO,-7.3,-21.9,-29.2
Corey Raley-Ross,Buffalo,2013,JR,-28.4,-0.8,-29.2
Javon Dawson,Jacksonville,2013,JR,-20.14,-9.06,-29.2
John Papale,Boston University,2015,JR,27.38,-56.58,-29.2
Cal Hanks,Southern Utah,2013,SO,-46.44,17.23,-29.21
Daryus Quarles,Saint Joseph's,2012,SO,-13.56,-15.65,-29.21
Jake Spurgeon,Seattle,2016,FR,-15.4,-13.81,-29.21
Matt Jackson,Grand Canyon,2015,FR,-17.43,-11.78,-29.21
Ryan Smith,Tulane,2015,SO,-31.33,2.12,-29.21
Westley Hinton,Troy,2014,SR,-24.72,-4.49,-29.21
Dennis Kramer,San Diego,2013,JR,-23.07,-6.15,-29.22
Corey Brown,Northern Arizona,2017,SO,-25.57,-3.65,-29.22
JoJo Cooper,Wagner,2017,JR,-33.4,4.17,-29.23
Jake Wasco,Maryland-Baltimore County,2011,JR,-21.67,-7.56,-29.23
Lenny Antwi,North Dakota,2014,JR,-7.89,-21.34,-29.23
Nevell Provo,Loyola (MD),2017,SO,-21.76,-7.47,-29.23
Derrick Richardson,Central Michigan,2013,FR,-19.19,-10.05,-29.24
Kregg Jones,Cal State Bakersfield,2011,FR,-27.95,-1.29,-29.24
Mareik Isom,Arkansas-Little Rock,2014,FR,-10.88,-18.36,-29.24
Michael Buckland,Lipscomb,2017,FR,-29.24,0,-29.24
Cody McDavis,Northern Colorado,2014,SO,-9.38,-19.87,-29.25
Cory Jones,Prairie View,2013,FR,-24.05,-5.2,-29.25
Kellen Thornton,Tennessee State,2012,JR,-9.36,-19.89,-29.25
Marques Townes,Fairleigh Dickinson,2016,SO,9.14,-38.39,-29.25
Quincy Ukaigwe,Chicago State,2012,JR,-25.74,-3.51,-29.25
Steven Burrough,North Carolina A&T,2014,FR,-40.5,11.25,-29.25
Zech Smith,Morgan State,2015,SR,-39.38,10.13,-29.25
Hayden Humes,Illinois-Chicago,2014,SR,-12.19,-17.07,-29.26
Tellef Lundevall,Brown,2012,JR,-20.14,-9.12,-29.26
Montana Byrd,Chicago State,2017,JR,-21.46,-7.8,-29.26
Allen Roberts,Miami (OH),2013,JR,14.64,-43.92,-29.28
Brandon Peel,Central Connecticut State,2016,SR,-29.28,0,-29.28
Michael Grant,Abilene Christian,2015,SO,-26.78,-2.5,-29.28
Novar Gadson,Rider,2012,SR,2.55,-31.83,-29.28
Zach Monaghan,South Dakota State,2012,FR,-18.42,-10.86,-29.28
Jesse Hunt,Eastern Washington,2017,SO,-15.54,-13.74,-29.28
Kelton Ford,Troy,2014,FR,-14.32,-14.97,-29.29
Michael Celestine,Southern,2011,FR,-16.12,-13.17,-29.29
Ty Toney,Eastern Michigan,2016,JR,-31.01,1.72,-29.29
Elias Desport,Saint Peter's,2013,FR,-28.51,-0.79,-29.3
Joe Henson,San Jose State,2011,SO,-37.58,8.28,-29.3
Matt Marseille,Tennessee Tech,2014,SR,-20.59,-8.71,-29.3
Max Hooper,Oakland,2015,JR,19.53,-48.83,-29.3
T.J. Curry,Marist,2014,JR,-19.53,-9.77,-29.3
Aleer Leek,Missouri-Kansas City,2016,FR,-17.67,-11.64,-29.31
Paul Larsen,Mercer,2012,SO,-26.31,-3,-29.31
Ronnie Dixon,Dartmouth,2011,SR,-15.32,-13.99,-29.31
Bronson Kessinger,Indiana State,2017,FR,-31.62,2.31,-29.31
Justin Gordon,Wofford,2014,SO,-30.27,0.95,-29.32
Sheldon Strickland,Charleston Southern,2011,FR,0,-29.32,-29.32
Jonathan Thomas,Jackson State,2015,FR,-28.05,-1.28,-29.33
LeMon Gregory,Lamar,2015,JR,-22.51,-6.82,-29.33
Donley Minor,Lamar,2012,JR,-27.02,-2.32,-29.34
Jacob Van,Air Force,2017,JR,13.05,-42.4,-29.35
Akim Mitchell,Hampton,2016,FR,-21.56,-7.79,-29.35
Josh Bright,Maryland-Eastern Shore,2011,SR,-18.97,-10.38,-29.35
Mike Aaman,Wagner,2016,SR,-28.3,-1.05,-29.35
Nick Mason,Idaho State,2011,FR,-15.14,-14.21,-29.35
DuShawn Brooks,Youngstown State,2012,SR,-7.73,-21.63,-29.36
Kevin Mickle,Florida Gulf Coast,2016,SO,-31.58,2.22,-29.36
Charles Bargman,Mississippi Valley State,2015,JR,-23.72,-5.66,-29.38
Tione Womack,Houston,2013,JR,-24.86,-4.52,-29.38
Devonnte Holland,Radford,2017,FR,-23.76,-5.62,-29.38
Kendal Manuel,Oregon State,2017,FR,-17.01,-12.37,-29.38
Brandon Venturini,Navy,2013,SO,-6.39,-23,-29.39
Danny Nieman,Coastal Carolina,2011,SO,-17.29,-12.1,-29.39
Davante Drinkard,Southern Illinois,2013,JR,-27.64,-1.76,-29.4
David Santiago,Canisius,2012,SO,-19.2,-10.2,-29.4
Eddie Rios,Texas State,2012,SR,3.68,-33.08,-29.4
Tom Vodanovich,James Madison,2015,SO,-29.4,0,-29.4
Dulani Robinson,Texas Southern,2017,SR,-14.7,-14.7,-29.4
Sam Beeler,UC-Santa Barbara,2013,FR,-28.9,-0.52,-29.42
Xavier Owens,Mount St. Mary's,2013,SO,-15.54,-13.88,-29.42
Darien Nelson-Henry,Pennsylvania,2015,JR,-30.52,1.09,-29.43
Greg Mays,Green Bay,2012,FR,-28.1,-1.34,-29.44
Matt LaBove,Dartmouth,2011,SO,-23.95,-5.49,-29.44
Raheem Singleton,Maine,2012,SR,-2.56,-26.88,-29.44
Bryan Bynes,George Washington,2012,JR,-22.8,-6.65,-29.45
Brett Roseboro,St. Bonaventure,2011,SO,-31.6,2.14,-29.46
Erik Kinney,Cal State Bakersfield,2013,FR,-29.13,-0.35,-29.48
Chase Flint,Loyola Marymount,2015,SR,-15.8,-13.69,-29.49
Damen Bell-Holter,Oral Roberts,2012,JR,-37.18,7.69,-29.49
Logan Nutt,Southeast Missouri State,2012,SR,-16.93,-12.56,-29.49
Chris Thompson,Southern Utah,2015,JR,-24.01,-5.49,-29.5
John Schurman,Binghamton,2016,FR,-17.46,-12.04,-29.5
Dilon Farr,Utah,2012,JR,-30.79,1.28,-29.51
Bobby Conley,Texas State,2016,JR,-31.73,2.21,-29.52
Jeremy Ingram,North Carolina Central,2012,SO,-11.2,-18.32,-29.52
Aleksa Jugovic,Tennessee Tech,2017,JR,31.49,-61.01,-29.52
Adam Ward,Nicholls State,2016,JR,-34.01,4.48,-29.53
Max Groebe,Cornell,2011,SR,0,-29.53,-29.53
Malcolm Smith,Lipscomb,2015,SR,2.27,-31.81,-29.54
Richard Morrow,Florida Atlantic,2013,SO,-19.15,-10.39,-29.54
Rodney Hunter,Columbia,2017,SO,-27.27,-2.27,-29.54
Hugo Naurais,Wagner,2015,SR,-30.43,0.88,-29.55
Sheldon Blackwell,Cal State Fullerton,2014,FR,-30.78,1.23,-29.55
Collin Johnson,Coppin State,2012,SO,-15.17,-14.39,-29.56
Daquan Brickhouse,Coppin State,2015,SR,-2.33,-27.23,-29.56
Glen Dean,Eastern Washington,2011,SO,17.99,-47.55,-29.56
Christian Turner,Gardner-Webb,2017,FR,-24.96,-4.6,-29.56
Andrey Semenov,James Madison,2014,GR,-6.72,-22.85,-29.57
Austin Williams,North Carolina A&T,2016,SO,-29.23,-0.34,-29.57
Jerome Hill,Gardner-Webb,2015,JR,3.94,-33.51,-29.57
Shea Jones,Jacksonville,2015,SO,-19.36,-10.21,-29.57
Jehvon Clarke,Bowling Green State,2013,SO,-27.12,-2.47,-29.59
Taylor Jones,Eastern Illinois,2012,JR,-6.79,-22.8,-29.59
Gary Stewart,Northwestern State,2014,SR,3.9,-33.5,-29.6
Octavius Brown,Alcorn State,2014,JR,1.64,-31.24,-29.6
Rayner Moquete,Binghamton,2013,JR,-6.5,-23.1,-29.6
Abdul Ahmed,Cal State Bakersfield,2015,SR,-18.84,-10.77,-29.61
C.J. Carr,Southern Illinois-Edwardsville,2015,FR,-12.69,-16.92,-29.61
Kyle Anderson,Delaware,2015,SR,8.08,-37.69,-29.61
Lukas Winegarner,Radford,2012,SO,-28.04,-1.58,-29.62
Freddie Jackson,North Carolina-Wilmington,2013,SO,-28.34,-1.29,-29.63
Marcus Bryan,Charlotte,2014,FR,-27.56,-2.07,-29.63
Cheddi Mosely,Boston University,2015,FR,12.54,-42.18,-29.64
Cody Rincker,Southern Illinois-Edwardsville,2011,SR,-4.01,-25.63,-29.64
Julian Torres,Illinois-Chicago,2016,FR,-33.22,3.58,-29.64
Sam McBeath,Nicholls State,2015,JR,-25.78,-3.87,-29.65
Dane DiLiegro,New Hampshire,2011,SR,-38.32,8.65,-29.67
Mitchell Badillo,Incarnate Word,2014,SO,-1.29,-28.38,-29.67
Nate Rogers,Missouri-Kansas City,2012,SO,-8.09,-21.58,-29.67
Weisner Perez,Harvard,2016,FR,-19.5,-10.18,-29.68
Marko Pirovic,Maine,2017,SR,-18.55,-11.13,-29.68
Chris Evans,Sacred Heart,2012,SO,-7.42,-22.27,-29.69
Justin Cousin,Radford,2014,FR,-17.15,-12.54,-29.69
De'Aundray Robinson,Cal State Bakersfield,2011,FR,-32.48,2.78,-29.7
Devonte Hampton,Alcorn State,2013,FR,-30.6,0.9,-29.7
Jacobby Bledsoe,Missouri-Kansas City,2014,FR,-31.11,1.41,-29.7
Simon McCormack,American,2011,JR,-32.23,2.53,-29.7
Tyler Jenkins,Lehigh,2016,SO,-19.65,-10.05,-29.7
Colton Weisbrod,New Orleans,2015,FR,-9.14,-20.57,-29.71
Conner Avants,North Dakota,2017,SO,-20.67,-9.04,-29.71
Adrian Edwards,Alabama A&M,2017,SR,-11.76,-17.95,-29.71
Donte Hill,Old Dominion,2013,JR,-15.64,-14.08,-29.72
Hayward Register,Louisiana-Lafayette,2016,JR,-3.13,-26.59,-29.72
Jack Crook,Seattle,2015,JR,-40.53,10.81,-29.72
Jeff Havenstein,Longwood,2011,FR,-19.06,-10.66,-29.72
Kale Abrahamson,Drake,2016,JR,14.15,-43.87,-29.72
Kennedy Chukwuocha,Massachusetts-Lowell,2014,SO,-27.17,-2.55,-29.72
Markus Duran,Pacific,2012,JR,9.04,-38.76,-29.72
Max Yon,Air Force,2015,SR,16.52,-46.24,-29.72
Damarcus Croaker,Murray State,2017,SR,-19.32,-10.4,-29.72
De'Sean Parsons,Portland State,2016,JR,-14.39,-15.34,-29.73
Jordan Baker,Pepperdine,2012,FR,-26.02,-3.72,-29.74
Montray Clemons,San Francisco,2016,SR,-23.71,-6.03,-29.74
Shayok M. Shayok,Missouri-Kansas City,2016,SR,-21.24,-8.5,-29.74
Kamil Janton,Eastern Michigan,2012,SR,-25.5,-4.25,-29.75
Kelvin Downs,Arkansas State,2013,FR,-36.71,6.96,-29.75
Travis Trim,Maryland-Eastern Shore,2013,FR,-27.2,-2.55,-29.75
Khalil Davis,Austin Peay,2016,SR,-11.9,-17.86,-29.76
Terrence Williams,Charlotte,2013,SO,-41.94,12.18,-29.76
Julian Boatner,William & Mary,2011,FR,14.89,-44.66,-29.77
Parker Kelly,Eastern Washington,2015,SR,27.92,-57.69,-29.77
Perry Webster,Cal State Fullerton,2012,SR,-2.13,-27.64,-29.77
Steve Frankoski,Columbia,2011,FR,-9.57,-20.2,-29.77
Troy Cage,Chattanooga,2011,SR,-27.59,-2.18,-29.77
Cameron Miles,San Diego,2012,JR,-19.85,-9.93,-29.78
Travis Gibson,Alcorn State,2015,FR,-19.71,-10.07,-29.78
Ronald Strother Jr.,Mississippi Valley State,2017,SO,-16.82,-12.96,-29.78
Davante Cooper,Bradley,2016,FR,-31.59,1.8,-29.79
J.J. Davenport,Louisiana-Lafayette,2014,JR,-7.84,-21.95,-29.79
Marcel White,Jacksonville,2017,SR,-4.77,-25.02,-29.79
Chris Porter-Bunton,Austin Peay,2017,SO,-7.15,-22.65,-29.8
Antonnio Benton,Southeastern Louisiana,2012,SO,-39.49,9.69,-29.8
Chris Toler,Furman,2011,JR,-37.42,7.62,-29.8
Kristijan Krajina,Mount St. Mary's,2013,JR,-19.87,-9.93,-29.8
Nevell Provo,Loyola (MD),2016,FR,-18.19,-11.61,-29.8
Gerdarius Troutman,South Carolina State,2015,FR,-3.66,-26.15,-29.81
Jeffrey Solarin,Idaho State,2015,SR,-14.12,-15.69,-29.81
Matt McMullen,Colgate,2014,JR,-21.81,-8,-29.81
Will Miller,VMI,2017,FR,-18.56,-11.25,-29.81
D.J. Jackson,Oral Roberts,2013,FR,-7.1,-22.72,-29.82
Stevie Mejia,Hofstra,2012,JR,-20.87,-8.95,-29.82
Daddy Ugbede,Drake,2014,SO,-18.53,-11.3,-29.83
Joseph Edwards,IPFW,2014,JR,-7.85,-21.98,-29.83
Tony Bagtas,Pennsylvania,2014,FR,-26.41,-3.42,-29.83
William Truss,Presbyterian,2015,SR,-20.34,-9.49,-29.83
Alex Ogundadegbe,Binghamton,2011,FR,-24.33,-5.51,-29.84
Christopher Duncan,Alabama State,2011,SR,-58.65,28.81,-29.84
Paul Gombwer,Charleston Southern,2012,FR,-18.65,-11.19,-29.84
Zach Horstman,South Dakota State,2014,JR,-16.38,-13.46,-29.84
Terrell Brown,Montana State,2014,SO,-15.44,-14.41,-29.85
Zach Glotta,Austin Peay,2016,FR,-7.9,-21.95,-29.85
Alex Ogundadegbe,Binghamton,2013,JR,-19.76,-10.1,-29.86
Craig Hinton,Virginia Military Institute,2014,FR,-17.59,-12.27,-29.86
Dee Oldham,Tennessee-Martin,2014,SO,11.38,-41.24,-29.86
James Hemphill,Navy,2014,FR,-28.1,-1.76,-29.86
Aaron Tate,Robert Morris,2014,SO,-40.22,10.34,-29.88
Brett Ervin,Elon,2012,JR,-5.98,-23.9,-29.88
Cody Demps,Sacramento State,2016,SR,-13.15,-16.73,-29.88
Kasim Chandler,Quinnipiac,2014,FR,-9.96,-19.92,-29.88
Tevin Svihovec,Northern Colorado,2012,FR,9.96,-39.84,-29.88
Dan Robinson,Norfolk State,2017,JR,-49.15,19.27,-29.88
Joshua Nurse,St. Francis (NY),2017,SO,-41.34,11.46,-29.88
C.J. Ford,Murray State,2014,SO,-20.58,-9.31,-29.89
Chad Ross,Utah Valley,2015,SR,-23.25,-6.64,-29.89
Matt McMullen,Colgate,2012,FR,-18.8,-11.09,-29.89
Jordan Cyphers,Tennessee State,2012,JR,2.06,-31.96,-29.9
Theodore Boyomo,Howard,2013,SO,-35.88,5.98,-29.9
Eric Carter,Delaware,2017,SO,-31.06,1.15,-29.91
Brandon St. Louis,Coppin State,2013,SO,-29.57,-0.35,-29.92
Christopher Hyder,Southern,2015,JR,-49.28,19.36,-29.92
Dennis Green,Eastern Illinois,2014,FR,-17.2,-12.72,-29.92
Kerem Kanter,Green Bay,2016,SO,-9.13,-20.79,-29.92
Matt MacDonald,Fairleigh Dickinson,2015,SO,11.97,-41.89,-29.92
Michael Dison,Montana State,2013,SO,-17.68,-12.24,-29.92
Mitch Baenziger,Oakland,2014,SO,-1.87,-28.05,-29.92
Otas Iyekekpolor,Central Arkansas,2015,FR,-22.85,-7.07,-29.92
Andrew Guillory,Southeastern Louisiana,2015,JR,-12.83,-17.1,-29.93
Cliff Colimon,Eastern Washington,2011,JR,3.21,-33.14,-29.93
Aaron Graham,Stetson,2013,JR,8.56,-38.5,-29.94
JT Terrell,Southern California,2014,SR,-13.9,-16.04,-29.94
Lavon Long,Siena,2014,FR,-52.83,22.89,-29.94
Desonta Bradford,East Tennessee State,2015,FR,-19.34,-10.61,-29.95
Oliver Ellison,Howard,2012,FR,-40.23,10.27,-29.96
Tanner Milson,North Carolina-Wilmington,2014,SR,-8.56,-21.4,-29.96
Kahlil Dukes,Niagara,2017,JR,31.97,-61.93,-29.96
Ken Williams,South Alabama,2017,SR,9.99,-39.97,-29.98
Anton Waters,Western Kentucky,2016,JR,-11.14,-18.85,-29.99
David Wishon,College of Charleston,2014,SO,-45.29,15.3,-29.99
John Schoof,American,2012,FR,-22.28,-7.71,-29.99
Travis Trim,Maryland-Eastern Shore,2015,JR,-30.58,0.59,-29.99
Asa Cantwell,Houston Baptist,2016,FR,10.28,-40.28,-30
Eric Kibi,Arkansas-Little Rock,2011,JR,-35.68,5.68,-30
Kemy Osse,Arkansas-Little Rock,2014,SO,-17.5,-12.5,-30
Kris Brown,Norfolk State,2013,SR,-30,0,-30
Femi Akinpetide,Sacred Heart,2013,SR,-19.03,-10.98,-30.01
Jacob Holmen,North Texas,2012,JR,-13.79,-16.22,-30.01
Sam Daly,Grand Canyon,2015,SO,-20.81,-9.2,-30.01
Brandon Bailey,Howard,2012,FR,-26.18,-3.85,-30.03
Cliff Cornish,High Point,2014,FR,-27.72,-2.31,-30.03
Amin Torres,Nicholls State,2015,JR,-1.62,-28.42,-30.04
Jourdan Stickler,Houston Baptist,2015,JR,3.92,-33.96,-30.04
Marcus Thornton,William & Mary,2014,JR,60.06,-90.1,-30.04
Merrill Holden,Louisiana Tech,2016,JR,-27.13,-2.91,-30.04
Bo Zeigler,South Florida,2015,FR,-42.57,12.52,-30.05
Jonathan Joseph,Stetson,2015,FR,-21.89,-8.16,-30.05
Marquez Letcher-Ellis,Rice,2016,FR,-20.03,-10.02,-30.05
Blake Allen,Youngstown State,2011,SO,1.31,-31.37,-30.06
Andrew Rogers,Maine,2011,JR,-11.17,-18.9,-30.07
Gelaun Wheelwright,Weber State,2012,FR,-14.2,-15.87,-30.07
Muhammad Abdul-Aleem,Florida A&M,2014,SR,-24.82,-5.26,-30.08
Aaron Ware,George Washington,2011,JR,-24.07,-6.02,-30.09
Jeff Johnson,Eastern Kentucky,2012,SO,-20.06,-10.03,-30.09
Richard Brown,Furman,2011,FR,-31.46,1.37,-30.09
Karmari Newman,George Mason,2017,FR,-7.32,-22.77,-30.09
Adam Waddell,Wyoming,2011,JR,-33.6,3.5,-30.1
Chancellor Barnard,Loyola (MD),2015,FR,-43.78,13.68,-30.1
Adam Young,Cal State Bakersfield,2012,JR,-8.33,-21.79,-30.12
Drew Kelly,Morehead State,2011,SO,-30.12,0,-30.12
Mathias Ward,Montana,2013,SR,10.04,-40.16,-30.12
Taylor Perry,Western Michigan,2016,SR,-45.18,15.06,-30.12
Tyler Rambo,Murray State,2014,SO,-21.38,-8.75,-30.13
Malik Pugh,Tennessee-Martin,2017,SO,-15.8,-14.33,-30.13
Justin Edmonds,Marshall,2016,SR,-16.01,-14.13,-30.14
Troy Holston,South Florida,2015,FR,-1.12,-29.02,-30.14
Jagos Lasic,St. Francis (NY),2017,JR,-22.8,-7.34,-30.14
Michael Byron,Gardner-Webb,2012,SO,-39.2,9.05,-30.15
Brad Loesing,Wofford,2012,SR,20.11,-50.28,-30.17
Christian Wilson,Texas-San Antonio,2016,SO,5.48,-35.65,-30.17
Lenny Antwi,North Dakota,2012,FR,-17.24,-12.93,-30.17
Michael O'Donnell,Southern Mississippi,2015,JR,-19.5,-10.67,-30.17
Matt Husek,Holy Cross,2016,JR,-39.23,9.05,-30.18
Tyler Storm,Northern Illinois,2011,JR,-24.5,-5.68,-30.18
Andre Walker,Loyola (MD),2015,FR,-32.93,2.74,-30.19
Indiana Faithfull,Wofford,2014,JR,-30.19,0,-30.19
Zach Bailey,Tennessee Tech,2011,JR,-12.94,-17.26,-30.2
Dre' Winston,Portland State,2013,SO,-2.01,-28.2,-30.21
Tevin Prescott,Winthrop,2015,JR,-21.26,-8.95,-30.21
Raven Lee,Eastern Michigan,2014,FR,-10.51,-19.71,-30.22
Bryan Streeter,Citadel,2011,SR,-22.4,-7.84,-30.24
Odera Nweke,NJIT,2014,JR,-32.26,2.02,-30.24
Reuben King,Charleston Southern,2015,JR,-28.66,-1.59,-30.25
Adam Wing,Evansville,2014,SO,-37.38,7.12,-30.26
Omar Carter,Appalachian State,2012,SR,-4.54,-25.72,-30.26
Terrence Williams,Charlotte,2014,JR,-43.73,13.46,-30.27
Tyler Deihl,Presbyterian,2011,FR,-22.12,-8.15,-30.27
Stavian Allen,Norfolk State,2017,JR,-32.53,2.26,-30.27
Avery Moore,Jacksonville State,2014,JR,3.03,-33.31,-30.28
Daniel Dion,New Hampshire,2016,JR,-6.06,-24.22,-30.28
Devon Baker,Northwestern State,2011,SR,52.14,-82.42,-30.28
Kyle Tresnak,Weber State,2011,FR,-17.3,-12.98,-30.28
Christopher Morgan,Holy Cross,2015,JR,-13.98,-16.31,-30.29
Devon Turk,Loyola (IL),2014,SO,11.22,-41.51,-30.29
David Watkins,New Hampshire,2017,SO,-21.64,-8.66,-30.3
Corey Schaefer,Lehigh,2014,JR,-23.18,-7.13,-30.31
Terry Brutus,Samford,2017,SR,-32.98,2.66,-30.32
J.R. Holder,Jacksonville,2016,JR,-13.78,-16.54,-30.32
James Ringholt,Texas-San Antonio,2016,SO,-19.68,-10.64,-30.32
Louis Garrett,San Jose State,2013,JR,-19.62,-10.7,-30.32
Ugo Mmonu,Charleston Southern,2017,SR,-27.96,-2.36,-30.32
Dominique Matthews,Illinois-Chicago,2016,FR,-15.17,-15.17,-30.34
Matt Marseille,Tennessee Tech,2013,JR,-20.47,-9.88,-30.35
Andreas Schreiber,Pennsylvania,2011,SR,-24.1,-6.26,-30.36
Iman Johnson,Maryland-Eastern Shore,2015,JR,-32.2,1.84,-30.36
William Pugh,Mississippi Valley State,2012,JR,-16.87,-13.5,-30.37
Charles Ruise Jr.,IPFW,2017,SO,-16.67,-13.7,-30.37
Ray Crossland,Eastern Illinois,2017,JR,-46.3,15.92,-30.38
Clyde Smith,Texas Christian,2013,FR,-31.13,0.75,-30.38
John Murry,Austin Peay,2016,JR,-9.96,-20.42,-30.38
Kordario Fleming,Jacksonville,2013,FR,-47.97,17.59,-30.38
Jeff Allgood,Eastern Kentucky,2011,JR,-3.14,-27.25,-30.39
Odera Nweke,NJIT,2013,SO,-47.38,16.99,-30.39
Jeremiah Worthem,Robert Morris,2014,FR,-15.2,-15.2,-30.4
Spencer Krannitz,Central Michigan,2013,FR,-14.59,-15.81,-30.4
Stephon Carter,Cal State Bakersfield,2012,JR,-14.4,-16,-30.4
Rafael Maia,Brown,2013,SO,-25.34,-5.07,-30.41
Tremayne Russell,Florida International,2011,SR,-18.8,-11.61,-30.41
Cameron Monroe,Southern,2015,SR,-36.16,5.74,-30.42
Jim Mower,Lafayette,2012,SR,37.18,-67.6,-30.42
Malcolm Griffin,Toledo,2011,SO,8.3,-38.72,-30.42
Delino Dear,Bethune-Cookman,2015,JR,-34.91,4.48,-30.43
T.J. Thomas,Drake,2017,JR,-32.6,2.17,-30.43
Jervon Pressley,Hampton,2014,FR,-44.14,13.7,-30.44
Orlando Brown,Cal State Fullerton,2011,JR,-16.17,-14.27,-30.44
Lovell Cabbil,Liberty,2016,FR,-28.85,-1.6,-30.45
Mike Laster,Ohio,2016,SO,-18.9,-11.55,-30.45
Mitchell Patton,IUPUI,2012,SO,-15.79,-14.66,-30.45
David Appolon,Robert Morris,2013,SO,-28.43,-2.03,-30.46
Jeff White,Loyola (IL),2014,SO,-16.92,-13.54,-30.46
Kevin Woods,Utah Valley,2012,SR,-21.42,-9.04,-30.46
Robert Mansell,Binghamton,2014,JR,-21.73,-8.73,-30.46
Lamin Fulton,Green Bay,2014,JR,-15.78,-14.69,-30.47
Brian Richardson,High Point,2015,SR,-17.23,-13.25,-30.48
Greg White-Pittman,North Texas,2015,FR,-20.94,-9.54,-30.48
Zach Jones,Utah Valley,2013,SR,-18.71,-11.78,-30.49
Josh Sewell,Miami (OH),2012,SO,-8.07,-22.43,-30.5
Jair Bolden,George Washington,2017,FR,-21.04,-9.47,-30.51
John Puk,Albany (NY),2014,SR,-62.63,32.12,-30.51
Marlon Beck,Binghamton,2016,JR,-16.95,-13.56,-30.51
Sabri Thompson,Northwestern State,2017,SR,20.88,-51.39,-30.51
Broderick Newbill,Missouri-Kansas City,2015,SO,-29.35,-1.17,-30.52
Joey Getz,Maryland-Baltimore County,2013,SO,-7.23,-23.29,-30.52
Jessie Pernell,Georgia Southern,2012,FR,-19.88,-10.65,-30.53
