Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
L. Barbosa | E. Bledsoe | B. Knight | P. Tucker | T. Warren,PHO,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Christmas | M. Ellis | R. Stuckey | J. Teague | M. Turner,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Anderson | D. Dedmon | M. Ginobili | T. Parker | J. Simmons,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Baynes | R. Bullock | R. Jackson | J. Leuer | I. Smith,DET,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Allen | W. Baldwin | M. Gasol | J. Green | Z. Randolph,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Horford | K. Olynyk | T. Rozier | M. Smart | T. Zeller,BOS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Gordon | J. Green | M. Hezonja | D. Rudez | C. Watson,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Brown | D. Jackson | J. Mickey | M. Smart | J. Young,BOS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
S. Adams | T. Gibson | V. Oladipo | D. Sabonis | R. Westbrook,OKC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
I. Clark | S. Curry | A. Iguodala | S. Livingston | P. McCaw,GSW,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Anderson | P. Beverley | S. Dekker | J. Harden | N. Hilario,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Carroll | D. DeRozan | C. Joseph | J. Poeltl | T. Ross,TOR,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Bazemore | M. Delaney | T. Hardaway | M. Muscala | D. Schroder,ATL,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Irving | L. James | K. Love | J. McRae | D. Williams,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
H. Barnes | S. Curry | W. Matthews | S. Mejri | D. Powell,DAL,2016-17,2,0.0,0,1,NaN,0,0,.000,0,0,.000,.000,-1,-1,.000,-1
A. Afflalo | W. Cauley-Stein | D. Collison | B. McLemore | G. Temple,SAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Booker | A. Goodwin | J. Hamilton | J. Lin | I. Whitehead,BRK,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Augustin | J. Green | M. Hezonja | T. Ross | C. Watson,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Felder | K. Korver | D. Liggins | J. McRae | D. Williams,CLE,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Clarkson | L. Deng | M. Huertas | D. Russell | L. Williams,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Anderson | B. Bass | J. Crawford | R. Felton | J. Redick,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Cunningham | C. Diallo | S. Hill | J. Holiday | E. Moore,NOP,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
E. Fournier | M. Georges-Hunt | M. Hezonja | E. Payton | N. Vucevic,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Aldridge | K. Anderson | P. Gasol | D. Green | N. Laprovittola,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
E. Bledsoe | D. Booker | M. Chriss | B. Knight | T. Ulis,PHO,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Leonard | D. Lillard | C. McCollum | S. Napier | J. Nurkic,POR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Hezonja | E. Payton | D. Rudez | C. Watson | C. Wilcox,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Brooks | A. Jefferson | C. Miles | G. Niang | J. Young,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
B. Bogdanovic | S. Dinwiddie | R. Foye | C. LeVert | L. Scola,BRK,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Christmas | M. Ellis | P. George | G. Robinson | J. Teague,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Dunleavy | T. Hardaway | D. Howard | E. Ilyasova | T. Waller-Prince,ATL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Barea | A. Bogut | D. Finney-Smith | D. Harris | D. Nowitzki,DAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Exum | G. Hill | R. Hood | J. Johnson | J. Withey,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Carroll | D. DeRozan | C. Joseph | K. Lowry | P. Siakam,TOR,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
H. Barnes | S. Curry | D. Finney-Smith | N. Noel | D. Powell,DAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Afflalo | W. Cauley-Stein | D. Collison | D. Cousins | M. Richardson,SAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Jefferson | J. Jones | J. Smith | D. Williams | D. Williams,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Embiid | T. McConnell | N. Noel | D. Saric | H. Thompson,PHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Barnes | D. Collison | D. Cousins | S. Labissiere | G. Temple,SAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Cunningham | A. Davis | B. Hield | T. Jones | E. Moore,NOP,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
N. Cole | N. Collison | J. Grant | V. Oladipo | K. Singler,OKC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
N. Bjelica | T. Jones | R. Rubio | B. Rush | K. Towns,MIN,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
V. Carter | T. Douglas | J. Green | A. Harrison | Z. Randolph,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Anderson | H. Barnes | A. Bogut | D. Powell | D. Williams,DAL,2016-17,3,0.0,1,1,NaN,0,0,.000,0,0,.000,.000,-1,-1,.000,-1
W. Baldwin | V. Carter | T. Daniels | M. Gasol | Z. Randolph,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
P. Connaughton | A. Crabbe | E. Davis | D. Lillard | C. McCollum,POR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
E. Bledsoe | D. Booker | T. Chandler | B. Knight | A. Len,PHO,2016-17,1,0.0,0,1,1440.0,0,-1,.000,0,0,.000,.000,0,0,.000,0
J. Anthony | D. Bertans | D. Lee | D. Murray | T. Parker,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
N. Batum | M. Belinelli | S. Hawes | R. Hibbert | K. Walker,CHO,2016-17,3,0.0,1,0,720.0,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Aldridge | M. Ginobili | D. Green | T. Parker | J. Simmons,SAS,2016-17,3,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Brooks | P. George | C. Miles | R. Stuckey | J. Teague,IND,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
S. Dekker | T. Ennis | J. Harden | K. McDaniels | C. Onuaku,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Barea | H. Barnes | D. Finney-Smith | D. Powell | D. Williams,DAL,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
I. Clark | S. Curry | K. Durant | K. Looney | Z. Pachulia,GSW,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Irving | L. James | R. Jefferson | J. Smith | D. Williams,CLE,2016-17,3,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Deng | M. Huertas | T. Mozgov | L. Nance Jr. | L. Williams,LAL,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Booker | Y. Ferrell | R. Hollis-Jefferson | S. Kilpatrick | B. Lopez,BRK,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Augustin | A. Gordon | J. Green | M. Hezonja | D. Rudez,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
P. Beverley | S. Dekker | E. Gordon | M. Harrell | K. McDaniels,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
G. Antetokounmpo | M. Brogdon | J. Henson | K. Middleton | M. Teletovic,MIL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Carter-Williams | C. Felicio | R. Lopez | B. Portis | D. Valentine,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Ajinca | D. Cunningham | A. Davis | L. Galloway | J. Holiday,NOP,2016-17,1,0.0,0,1,1440.0,0,0,.000,0,0,.000,.000,0,-1,.000,0
V. Carter | D. Davis | J. Green | A. Harrison | J. Martin,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
B. Beal | C. McCullough | D. Ochefu | K. Oubre | T. Satoransky,WAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,+1,+1,.000,+1
W. Baldwin | V. Carter | M. Conley | J. Ennis | M. Gasol,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Black | T. Mozgov | D. Russell | N. Young | I. Zubac,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Belinelli | S. Hawes | F. Kaminsky | B. Roberts | R. Sessions,CHO,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Aldridge | P. Gasol | N. Laprovittola | K. Leonard | J. Simmons,SAS,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
Q. Acy | H. Barnes | S. Curry | W. Matthews | D. Powell,DAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Anderson | D. Bertans | M. Ginobili | K. Leonard | P. Mills,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
N. Batum | J. Lamb | K. Walker | C. Wood | C. Zeller,CHO,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Calderon | M. Huertas | L. Nance Jr. | J. Randle | D. Russell,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Barea | H. Barnes | Y. Ferrell | D. Harris | W. Matthews,DAL,2016-17,4,0.0,1,0,1440.0,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Exum | R. Gobert | G. Hill | J. Ingles | S. Mack,UTA,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
I. Clark | S. Curry | K. Durant | D. Green | D. West,GSW,2016-17,1,0.0,1,1,2880.0,0,0,.000,0,0,.000,.000,+1,+1,.000,+1
J. Bolomboy | A. Burks | D. Exum | R. Neto | J. Withey,UTA,2016-17,1,0.0,0,1,NaN,0,0,.000,0,0,.000,.000,0,-2,.000,0
D. Exum | G. Hill | J. Johnson | R. Neto | J. Withey,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Bennett | Y. Ferrell | S. Kilpatrick | C. McCullough | I. Whitehead,BRK,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Bazemore | M. Delaney | T. Hardaway | K. Humphries | P. Millsap,ATL,2016-17,3,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Deng | B. Ingram | L. Nance Jr. | J. Randle | N. Young,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Crawford | D. Jordan | L. Mbah a Moute | P. Pierce | M. Speights,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. DeRozan | N. Powell | T. Ross | P. Siakam | J. Valanciunas,TOR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Burks | B. Diaw | G. Hayward | R. Hood | J. Withey,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Finney-Smith | W. Matthews | S. Mejri | D. Powell | D. Williams,DAL,2016-17,3,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
S. Curry | K. Durant | J. McAdoo | P. McCaw | B. Weber,GSW,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
C. Brewer | T. Ennis | D. Russell | N. Young | I. Zubac,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Belinelli | R. Hibbert | F. Kaminsky | R. Sessions | M. Williams,CHO,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Layman | M. Leonard | D. Lillard | C. McCollum | E. Turner,POR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Hezonja | S. Ibaka | E. Payton | C. Watson | C. Wilcox,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Brooks | P. George | C. Miles | J. Teague | T. Young,IND,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Bembry | T. Hardaway | T. Waller-Prince | D. Schroder | T. Sefolosha,ATL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Anderson | D. Dedmon | B. Forbes | N. Laprovittola | D. Lee,SAS,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Allen | W. Baldwin | V. Carter | J. Ennis | J. Green,MEM,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Caldwell-Pope | A. Drummond | H. Ellenson | T. Harris | I. Smith,DET,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Exum | G. Hayward | R. Hood | J. Ingles | J. Johnson,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Irving | L. James | J. Jones | K. Korver | J. McRae,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Deng | M. Huertas | T. Mozgov | L. Williams | N. Young,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Crawford | W. Johnson | D. Jordan | P. Pierce | J. Redick,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Felder | R. Jefferson | J. Jones | K. Korver | J. McRae,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
P. Beverley | T. Ennis | J. Harden | M. Harrell | K. McDaniels,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
G. Antetokounmpo | M. Brogdon | J. Henson | G. Monroe | T. Snell,MIL,2016-17,4,0.0,1,0,1440.0,0,0,.000,0,0,.000,.000,+2,+2,.000,+2
A. Aminu | M. Harkless | D. Lillard | J. Nurkic | N. Vonleh,POR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Butler | I. Canaan | B. Portis | D. Valentine | D. Wade,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Black | J. Randle | D. Russell | L. Williams | I. Zubac,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Butler | J. Grant | J. Lauvergne | R. Rondo | D. Valentine,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Barbosa | E. Bledsoe | D. Booker | D. Jones | T. Warren,PHO,2016-17,1,0.0,0,0,0.0,0,0,.000,0,0,.000,.000,-1,-1,.000,-1
W. Chandler | E. Mudiay | J. Murray | J. Nelson | J. Nurkic,DEN,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Holmes | T. Luwawu-Cabarrot | T. McConnell | J. Okafor | D. Saric,PHI,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Gobert | G. Hayward | J. Ingles | S. Mack | J. Withey,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Dedmon | D. Lee | K. Leonard | P. Mills | D. Murray,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
S. Adams | S. Christon | E. Kanter | D. Sabonis | R. Westbrook,OKC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Bogut | N. Brussino | S. Curry | D. Harris | W. Matthews,DAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
O. Asik | A. Davis | L. Galloway | A. Goodwin | S. Hill,NOP,2016-17,1,0.0,0,0,0.0,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Anderson | T. Ariza | S. Dekker | M. Harrell | L. Williams,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
C. Capela | T. Ennis | E. Gordon | J. Harden | K. McDaniels,HOU,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Dellavedova | G. Monroe | G. Payton | T. Snell | M. Teletovic,MIL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Crawford | B. Griffin | D. Jordan | J. Redick | M. Speights,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Augustin | E. Fournier | E. Payton | D. Rudez | C. Watson,ORL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Felder | K. Irving | R. Jefferson | J. Jones | I. Shumpert,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
G. Antetokounmpo | M. Brogdon | S. Hawes | T. Jones | T. Snell,MIL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Carter-Williams | C. Felicio | T. Gibson | R. Rondo | D. Wade,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Aminu | E. Davis | D. Lillard | C. McCollum | E. Turner,POR,2016-17,4,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Burks | B. Diaw | D. Favors | R. Gobert | J. Ingles,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
N. Bjelica | K. Dunn | T. Jones | R. Rubio | A. Wiggins,MIN,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Jones | A. Len | T. Ulis | T. Warren | A. Williams,PHO,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
W. Barton | W. Chandler | G. Harris | E. Mudiay | J. Nelson,DEN,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Baker | C. Lee | M. Plumlee | K. Porzingis | D. Rose,NYK,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Abrines | S. Adams | A. Morrow | C. Payne | D. Sabonis,OKC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Anderson | S. Curry | J. Gibson | W. Matthews | D. Williams,DAL,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Brooks | M. Ellis | G. Niang | G. Robinson | J. Young,IND,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Cousins | T. Lawson | B. McLemore | G. Temple | A. Tolliver,SAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
C. Miles | K. Seraphin | J. Teague | M. Turner | T. Young,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Gobert | G. Hayward | G. Hill | T. Lyles | R. Neto,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Covington | T. McConnell | S. Rodriguez | D. Saric | H. Thompson,PHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Exum | R. Gobert | G. Hayward | R. Hood | S. Mack,UTA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
H. Ellenson | M. Gbinije | D. Hilliard | S. Johnson | B. Udrih,DET,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
R. Bullock | K. Caldwell-Pope | M. Morris | I. Smith | B. Udrih,DET,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Crawford | B. Griffin | W. Johnson | D. Jordan | L. Mbah a Moute,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Felder | C. Frye | J. Jones | K. Korver | D. Liggins,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Ajinca | D. Cousins | J. Crawford | T. Frazier | E. Moore,NOP,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. DeRozan | K. Lowry | L. Nogueira | P. Patterson | J. Valanciunas,TOR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Barnes | I. Clark | S. Curry | A. Iguodala | D. West,GSW,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Johnson | W. Reed | J. Richardson | H. Whiteside | J. Winslow,MIA,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
W. Barton | W. Chandler | D. Gallinari | E. Mudiay | J. Nelson,DEN,2016-17,3,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Black | L. Deng | T. Mozgov | T. Robinson | N. Young,LAL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
W. Cauley-Stein | D. Collison | B. Hield | K. Koufos | S. Labissiere,SAC,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
B. Bass | J. Crawford | D. Jordan | J. Redick | M. Speights,LAC,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Butler | T. Gibson | J. Grant | N. Mirotic | D. Valentine,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Brooks | M. Ellis | A. Jefferson | G. Robinson | R. Stuckey,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
A. Abrines | V. Oladipo | D. Sabonis | K. Singler | R. Westbrook,OKC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
L. Allen | M. Ellis | G. Niang | G. Robinson | K. Seraphin,IND,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Ginobili | D. Green | K. Leonard | P. Mills | T. Parker,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
B. Bogdanovic | B. Jennings | S. McClellan | T. Satoransky | J. Smith,WAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
S. Christon | E. Kanter | D. McDermott | V. Oladipo | R. Westbrook,OKC,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Bazemore | D. Bembry | M. Delaney | D. Howard | K. Humphries,ATL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
K. Durant | A. Iguodala | K. Looney | K. Thompson | B. Weber,GSW,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Crawford | R. Felton | D. Jordan | C. Paul | M. Speights,LAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Booker | S. Dinwiddie | J. Hamilton | S. Kilpatrick | J. Lin,BRK,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Bertans | N. Laprovittola | D. Lee | T. Parker | J. Simmons,SAS,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
G. Antetokounmpo | M. Beasley | G. Payton | T. Snell | J. Terry,MIL,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
D. Carroll | K. Lowry | P. Patterson | P. Siakam | J. Valanciunas,TOR,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Ellis | G. Robinson | K. Seraphin | R. Stuckey | J. Teague,IND,2016-17,2,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
M. Barnes | W. Cauley-Stein | S. Labissiere | B. McLemore | A. Tolliver,SAC,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
C. Andersen | K. Irving | K. Love | I. Shumpert | T. Thompson,CLE,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
T. Harris | J. Leuer | B. Marjanovic | M. Morris | I. Smith,DET,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
J. Butler | I. Canaan | C. Felicio | R. Lopez | R. Rondo,CHI,2016-17,1,0.0,0,0,NaN,0,0,.000,0,0,.000,.000,0,0,.000,0
